id,no_register,peminjam,email,kegiatan,no_hak,jenis_hak,desa,kecamatan,no_su,no_warkah,no_ht,status,catatan,tgl_pengajuan,tgl_update,created_by,created_at,updated_at,tipe,dikonfirmasi_oleh,tgl_konfirmasi,no_berkas_pnbp,tahun,jenis_peminjaman,file_pengamanan_url
16ac01e2-10f5-42ed-8a5b-541be73a6190,REG-2026-40014,PHP — Saraya,php@gmail.com,SKPT,12482,HGB,Cengkareng Timur,Cengkareng,,,,Sudah Dikembalikan,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 02:15:55.316219+00,2026-06-18 07:57:12.754+00,php,2026-06-15 02:15:55.316219+00,2026-06-18 07:57:12.797791+00,register,Agus Ajat,2026-06-15 03:25:46.813+00,,,,
00342e81-2a76-441f-8481-e67db4bb7c02,REG-2026-40015,PHP — Saraya,php@gmail.com,SKPT,12483,HGB,Cengkareng Timur,Cengkareng,,,,Sudah Dikembalikan,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 02:15:55.316219+00,2026-06-18 07:56:40.942+00,php,2026-06-15 02:15:55.316219+00,2026-06-18 07:56:40.983752+00,register,Agus Ajat,2026-06-15 03:25:46.864+00,,,,
3e4f1b15-fb1d-422b-bd87-3cb37093d247,REG-2026-72970,PRIORITAS — DANNY,prioritas@gmail.com,ROYA,6014,HM,Semanan,Kalideres,,,9026/2008; 10574/2015;9564/2016,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 02:21:25.574511+00,2026-06-15 02:40:20.024+00,prioritas,2026-06-15 02:21:25.574511+00,2026-06-15 02:40:20.069664+00,register,Agus Ajat,2026-06-15 02:40:20.024+00,,,BT & HT,
24537189-a04e-4312-97fd-767c37105d94,REG-2026-45960,PHP — Fiona,php@gmail.com,PENDAFTARAN SK,09129,HGB,Kalideres,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 02:28:45.918412+00,2026-06-15 03:25:46.716+00,php,2026-06-15 02:28:45.918412+00,2026-06-15 03:25:46.752355+00,register,Agus Ajat,2026-06-15 03:25:46.716+00,,,BT,
ed719322-cca0-4a6f-ac8e-4f2683d23c2f,REG-2026-25240,PHP — ERIKA (21663/2026),kuasa@gmail.com,PERMOHONAN SK,9666,HGB,Kalideres,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:00:02.545517+00,2026-06-15 03:57:59.071+00,kuasa,2026-06-15 03:00:02.545517+00,2026-06-15 03:57:59.069365+00,register,Agus Ajat,2026-06-15 03:57:59.071+00,,,BT,
dba13795-95d5-46c6-984b-bdc6a2384f70,REG-2026-86680,PHP — ERIKA (21664/2026),kuasa@gmail.com,PERMOHONAN SK,9547,HGB,Kalideres,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:04:48.684401+00,2026-06-15 03:57:59.018+00,kuasa,2026-06-15 03:04:48.684401+00,2026-06-15 03:57:59.017473+00,register,Agus Ajat,2026-06-15 03:57:59.018+00,,,BT,
5e9b811d-2da0-4301-86bf-26037e87face,REG-2026-31500,PHP — ERIKA (21642/2026),kuasa@gmail.com,PERMOHONAN SK,9761,HGB,Kalideres,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:05:53.512965+00,2026-06-15 03:57:58.966+00,kuasa,2026-06-15 03:05:53.512965+00,2026-06-15 03:57:58.965855+00,register,Agus Ajat,2026-06-15 03:57:58.966+00,,,BT,
d27237a9-3ddf-4b7f-95c4-7761387228e7,REG-2026-38320,PHP — SRI KUNTADI (34702/2026),kuasa@gmail.com,PERMOHONAN SK,6753,HGB,Kalideres,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:09:13.877249+00,2026-06-15 03:25:46.67+00,kuasa,2026-06-15 03:09:13.877249+00,2026-06-15 03:25:46.704774+00,register,Agus Ajat,2026-06-15 03:25:46.67+00,,,BT,
79df7991-cd65-4ece-904c-465ebe9278bf,REG-2026-93590,PHP — SRI KUNTADI (34676/2026),kuasa@gmail.com,PERMOHONAN SK,6772,HGB,Kalideres,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:10:39.388183+00,2026-06-15 03:25:46.621+00,kuasa,2026-06-15 03:10:39.388183+00,2026-06-15 03:25:46.65811+00,register,Agus Ajat,2026-06-15 03:25:46.621+00,,,BT,
637e90e0-3b47-4c7d-9c6f-be17f628e4d7,REG-2026-94760,PHP — SRI KUNTADI (34699/2026),kuasa@gmail.com,PERMOHONAN SK,6765,HGB,Kalideres,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:13:59.519213+00,2026-06-15 03:25:46.566+00,kuasa,2026-06-15 03:13:59.519213+00,2026-06-15 03:25:46.601338+00,register,Agus Ajat,2026-06-15 03:25:46.566+00,,,BT,
a858d340-0368-426f-814d-bd7a0842e540,REG-2026-99310,PHP — SRI KUNTADI (34705/2026),kuasa@gmail.com,PERMOHONAN SK,6736,HGB,Kalideres,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:14:39.97028+00,2026-06-15 03:25:46.507+00,kuasa,2026-06-15 03:14:39.97028+00,2026-06-15 03:25:46.545502+00,register,Agus Ajat,2026-06-15 03:25:46.507+00,,,BT,
10af36c0-c907-4c59-88b3-32ba74b3d0b0,REG-2026-69710,PHP — SRI KUNTADI (34706/2026),kuasa@gmail.com,PERMOHONAN SK,6831,HGB,Kalideres,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:15:17.016157+00,2026-06-15 03:25:46.41+00,kuasa,2026-06-15 03:15:17.016157+00,2026-06-15 03:25:46.463799+00,register,Agus Ajat,2026-06-15 03:25:46.41+00,,,BT,
edcdf006-822b-4c0a-856b-1679f476ef39,REG-2026-05460,KUASA — ANDRE,ajat@gmail.com,PERALIHAN HAK WARIS,4810,HGB,Kapuk,Cengkareng,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:38:28.82933+00,2026-06-15 03:57:58.851+00,agusajat,2026-06-15 03:38:28.82933+00,2026-06-15 03:57:58.864793+00,register,Agus Ajat,2026-06-15 03:57:58.851+00,,,BT,
98dbcb18-0457-4424-9c93-7613ecf9b57e,REG-2026-87460,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,01253,HM,Sukabumi Utara,Kebon Jeruk,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:44:39.155736+00,2026-06-15 04:55:52.979+00,kuasa,2026-06-15 03:44:39.155736+00,2026-06-15 04:55:52.990019+00,register,Agus Ajat,2026-06-15 04:55:52.979+00,,,BT,
0281de53-39ee-40cc-bdac-e5d41e948f2d,REG-2026-87461,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,10210,HM,Duri Kepa,Kebon Jeruk,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:44:39.155736+00,2026-06-15 04:55:53.029+00,kuasa,2026-06-15 03:44:39.155736+00,2026-06-15 04:55:53.041535+00,register,Agus Ajat,2026-06-15 04:55:53.029+00,,,BT,
7ece37cf-fd88-4b6d-b26c-e6838a8b3664,REG-2026-87462,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,04429,HM,Tomang,Grogol Petamburan,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:44:39.155736+00,2026-06-15 04:55:53.079+00,kuasa,2026-06-15 03:44:39.155736+00,2026-06-15 04:55:53.092831+00,register,Agus Ajat,2026-06-15 04:55:53.079+00,,,BT,
eceed067-eaab-47b0-bb1a-0132d91cd555,REG-2026-58110,PHP — Fiona,php@gmail.com,PENDAFTARAN SK,17,HGB,Kedaung Kali Angke,Cengkareng,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:47:57.255751+00,2026-06-15 04:31:51.443+00,php,2026-06-15 03:47:57.255751+00,2026-06-15 04:31:51.474282+00,register,Agus Ajat,2026-06-15 04:31:51.443+00,,,BT,
2213739d-6b2d-40ff-a50f-9b1fb3d95524,REG-2026-58111,PHP — Fiona,php@gmail.com,PENDAFTARAN SK,09011,HGB,Tegal Alur,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:47:57.255751+00,2026-06-15 04:31:51.493+00,php,2026-06-15 03:47:57.255751+00,2026-06-15 04:31:51.523381+00,register,Agus Ajat,2026-06-15 04:31:51.493+00,,,BT,
2f86d8d4-1c33-4c77-8970-dc87709923ad,REG-2026-58112,PHP — Fiona,php@gmail.com,PENDAFTARAN SK,7175,HGB,Tegal Alur,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:47:57.255751+00,2026-06-15 04:31:51.541+00,php,2026-06-15 03:47:57.255751+00,2026-06-15 04:31:51.574154+00,register,Agus Ajat,2026-06-15 04:31:51.541+00,,,BT,
dcdb90e7-c284-446c-8471-1c0872ef424b,REG-2026-58113,PHP — Fiona,php@gmail.com,PENDAFTARAN SK,13023,HGB,Pegadungan,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:47:57.255751+00,2026-06-15 04:31:51.591+00,php,2026-06-15 03:47:57.255751+00,2026-06-15 04:31:51.621638+00,register,Agus Ajat,2026-06-15 04:31:51.591+00,,,BT,
98fef6fa-101e-4d23-ac6a-35d66f15c440,REG-2026-45240,PHP — YUNIZA (26119/2026),kuasa@gmail.com,PERMOHONAN SK,804,HGB,Kedoya Selatan,Kebon Jeruk,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:51:25.645469+00,2026-06-15 04:19:24.226+00,kuasa,2026-06-15 03:51:25.645469+00,2026-06-15 04:19:24.253941+00,register,Agus Ajat,2026-06-15 04:19:24.226+00,,,BT,
6739adae-00f6-48da-ba05-a703400b8893,REG-2026-60000,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,01970,HM,Pekojan,Tambora,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:53:36.045754+00,2026-06-15 04:55:52.573+00,kuasa,2026-06-15 03:53:36.045754+00,2026-06-15 04:55:52.583752+00,register,Agus Ajat,2026-06-15 04:55:52.573+00,,,BT,
ffc588f2-1ddb-4f79-9dba-608a738dde74,REG-2026-60001,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,00202,HMSRS,Kelapa Dua,Kebon Jeruk,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:53:36.045754+00,2026-06-15 04:55:52.467+00,kuasa,2026-06-15 03:53:36.045754+00,2026-06-15 04:55:52.493429+00,register,Agus Ajat,2026-06-15 04:55:52.467+00,,,BT,
7786ea40-2999-474d-90c4-02d53c4c754d,REG-2026-60002,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,4311,HMSRS,Tanjung Duren Utara,Grogol Petamburan,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:53:36.045754+00,2026-06-15 04:55:52.624+00,kuasa,2026-06-15 03:53:36.045754+00,2026-06-15 04:55:52.635923+00,register,Agus Ajat,2026-06-15 04:55:52.624+00,,,BT,
c3be5b6e-8edc-4707-aa0f-eafc01d7adec,REG-2026-60003,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,01075,HM,Tegal Alur,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:53:36.045754+00,2026-06-15 04:55:52.927+00,kuasa,2026-06-15 03:53:36.045754+00,2026-06-15 04:55:52.939739+00,register,Agus Ajat,2026-06-15 04:55:52.927+00,,,BT,
5acdd68b-7bce-4b02-a8d9-161fbacb8bd0,REG-2026-60004,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,01073,HM,Tegal Alur,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:53:36.045754+00,2026-06-15 04:55:52.877+00,kuasa,2026-06-15 03:53:36.045754+00,2026-06-15 04:55:52.888819+00,register,Agus Ajat,2026-06-15 04:55:52.877+00,,,BT,
1513b584-e522-4279-8cb3-f00eeb707ea7,REG-2026-60005,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,04494,HMSRS,Jembatan Besi,Tambora,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:53:36.045754+00,2026-06-15 04:55:52.723+00,kuasa,2026-06-15 03:53:36.045754+00,2026-06-15 04:55:52.736375+00,register,Agus Ajat,2026-06-15 04:55:52.723+00,,,BT,
3149bc72-22ea-4382-bd38-bad9f254ccfe,REG-2026-60006,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,01964,HM,Pegadungan,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:53:36.045754+00,2026-06-15 04:55:52.825+00,kuasa,2026-06-15 03:53:36.045754+00,2026-06-15 04:55:52.835985+00,register,Agus Ajat,2026-06-15 04:55:52.825+00,,,BT,
53daae8c-923c-4187-95ee-1e3881a0f860,REG-2026-60007,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,04326,HMSRS,Cengkareng Timur,Cengkareng,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:53:36.045754+00,2026-06-15 04:55:52.674+00,kuasa,2026-06-15 03:53:36.045754+00,2026-06-15 04:55:52.685513+00,register,Agus Ajat,2026-06-15 04:55:52.674+00,,,BT,
ad7a3db7-626a-4f49-b8ee-3f4d81060e70,REG-2026-60008,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,08469,HM,Kapuk,Cengkareng,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 03:53:36.045754+00,2026-06-15 04:55:52.776+00,kuasa,2026-06-15 03:53:36.045754+00,2026-06-15 04:55:52.788011+00,register,Agus Ajat,2026-06-15 04:55:52.776+00,,,BT,
ab4e85d6-40b2-4b69-813f-8758ab259e04,REG-2026-94410,S P — LIKMANUDIN SUTIA,ajat@gmail.com,PERALIHAN HAK JUAL BELI,11250,HM,Kalideres,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 04:17:27.749538+00,2026-06-15 04:18:03.07+00,agusajat,2026-06-15 04:17:27.749538+00,2026-06-15 04:18:03.080809+00,register,Agus Ajat,2026-06-15 04:18:03.07+00,,,BT,
d3a66b15-7a33-490f-bbc1-18d09ba4df97,REG-2026-94411,S P — LIKMANUDIN SUTIA,ajat@gmail.com,PERALIHAN HAK JUAL BELI,3664,HM,Kalideres,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 04:17:27.749538+00,2026-06-15 04:18:03.128+00,agusajat,2026-06-15 04:17:27.749538+00,2026-06-15 04:18:03.139701+00,register,Agus Ajat,2026-06-15 04:18:03.128+00,,,BT,
30148945-a8b6-4b8d-9761-e4e426fb2b1a,REG-2026-94412,S P — LIKMANUDIN SUTIA,ajat@gmail.com,PERALIHAN HAK JUAL BELI,3650,HM,Kalideres,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 04:17:27.749538+00,2026-06-15 04:18:03.187+00,agusajat,2026-06-15 04:17:27.749538+00,2026-06-15 04:18:03.197403+00,register,Agus Ajat,2026-06-15 04:18:03.187+00,,,BT,
ddbff46e-78e3-4c7f-863e-241bd9c7ee04,REG-2026-94413,S P — LIKMANUDIN SUTIA,ajat@gmail.com,PERALIHAN HAK JUAL BELI,8152,HM,Cengkareng Timur,Cengkareng,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 04:17:27.749538+00,2026-06-15 04:18:03.015+00,agusajat,2026-06-15 04:17:27.749538+00,2026-06-15 04:18:03.024391+00,register,Agus Ajat,2026-06-15 04:18:03.015+00,,,BT,
77718453-8a5b-4663-9147-ff3b37039e08,REG-2026-24190,PHP — DANANG,ajat@gmail.com,VALIDASI / ALIH MEDIA,10374,HM,Rawa Buaya,Cengkareng,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 04:30:40.796963+00,2026-06-15 04:31:51.006+00,agusajat,2026-06-15 04:30:40.796963+00,2026-06-15 04:31:51.049512+00,register,Agus Ajat,2026-06-15 04:31:51.006+00,,,BT,
f88e5f7d-9a79-4891-aaac-c8249bcd14ff,REG-2026-24191,PHP — DANANG,ajat@gmail.com,VALIDASI / ALIH MEDIA,5994,HM,Kamal,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 04:30:40.796963+00,2026-06-15 04:31:51.091+00,agusajat,2026-06-15 04:30:40.796963+00,2026-06-15 04:31:51.12201+00,register,Agus Ajat,2026-06-15 04:31:51.091+00,,,BT,
5f2ea844-5a79-4a4d-a6b9-e0888f15a871,REG-2026-24192,PHP — DANANG,ajat@gmail.com,VALIDASI / ALIH MEDIA,268,HM,Sukabumi Utara,Kebon Jeruk,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 04:30:40.796963+00,2026-06-15 04:31:51.145+00,agusajat,2026-06-15 04:30:40.796963+00,2026-06-15 04:31:51.176322+00,register,Agus Ajat,2026-06-15 04:31:51.145+00,,,BT,
cab4c0b2-6dfa-453f-887d-7810f3151fe6,REG-2026-24193,PHP — DANANG,ajat@gmail.com,VALIDASI / ALIH MEDIA,1958,HM,Kebon Jeruk,Kebon Jeruk,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 04:30:40.796963+00,2026-06-15 04:31:51.197+00,agusajat,2026-06-15 04:30:40.796963+00,2026-06-15 04:31:51.234054+00,register,Agus Ajat,2026-06-15 04:31:51.197+00,,,BT,
46a6d633-9c26-42ab-b235-4d6a1f03fdca,REG-2026-24194,PHP — DANANG,ajat@gmail.com,VALIDASI / ALIH MEDIA,4044,HM,Srengseng,Kembangan,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 04:30:40.796963+00,2026-06-15 04:31:51.252+00,agusajat,2026-06-15 04:30:40.796963+00,2026-06-15 04:31:51.282274+00,register,Agus Ajat,2026-06-15 04:31:51.252+00,,,BT,
f8ff035e-cdbe-49f0-becd-557cff517b78,REG-2026-24195,PHP — DANANG,ajat@gmail.com,VALIDASI / ALIH MEDIA,8307,HM,Srengseng,Kembangan,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 04:30:40.796963+00,2026-06-15 04:31:51.301+00,agusajat,2026-06-15 04:30:40.796963+00,2026-06-15 04:31:51.330326+00,register,Agus Ajat,2026-06-15 04:31:51.301+00,,,BT,
2a285fff-0856-451e-93b7-566da5aa5367,REG-2026-24196,PHP — DANANG,ajat@gmail.com,VALIDASI / ALIH MEDIA,717,HM,Kelapa Dua,Kebon Jeruk,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 04:30:40.796963+00,2026-06-15 04:31:51.348+00,agusajat,2026-06-15 04:30:40.796963+00,2026-06-15 04:31:51.380223+00,register,Agus Ajat,2026-06-15 04:31:51.348+00,,,BT,
397582ab-6d17-49f3-8228-14291232b319,REG-2026-24197,PHP — DANANG,ajat@gmail.com,VALIDASI / ALIH MEDIA,13266,HM,Cengkareng Barat,Cengkareng,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 04:30:40.796963+00,2026-06-15 04:31:51.395+00,agusajat,2026-06-15 04:30:40.796963+00,2026-06-15 04:31:51.426928+00,register,Agus Ajat,2026-06-15 04:31:51.395+00,,,BT,
8491d2e6-32f7-4cc9-9d83-fee03e67d7d9,REG-2026-11970,PRIORITAS — Danny,prioritas@gmail.com,SKPT,00084,HP,Kamal,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 06:05:30.061478+00,2026-06-15 06:37:23.526+00,prioritas,2026-06-15 06:05:30.061478+00,2026-06-15 06:37:23.539679+00,register,Agus Ajat,2026-06-15 06:37:23.526+00,,,BT,
4c805bbe-703d-48c7-b92b-624e044a4c17,REG-2026-73760,PRIORITAS — DANNY,prioritas@gmail.com,PERALIHAN HAK WARIS,2039,HM,Kebon Jeruk,Kebon Jeruk,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 06:10:55.915623+00,2026-06-15 06:37:23.472+00,prioritas,2026-06-15 06:10:55.915623+00,2026-06-15 06:37:23.486079+00,register,Agus Ajat,2026-06-15 06:37:23.472+00,,,BT,
633a1e34-b485-48f1-a8a2-a1fc0373b7af,REG-2026-32290,PHP — Saraya,php@gmail.com,SKPT,2706,HGB,Roa Malaka,Tambora,,,,Sudah Dikembalikan,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 06:18:54.664068+00,2026-06-18 07:59:03.661+00,php,2026-06-15 06:18:54.664068+00,2026-06-18 07:59:03.697446+00,register,Agus Ajat,2026-06-15 08:39:42.206+00,,,BT,
34dcd6af-4cae-4688-9c07-c1fa1b520b32,REG-2026-32292,PHP — Saraya,php@gmail.com,SKPT,3402,HM,Duri Kosambi,Cengkareng,,,,Sudah Dikembalikan,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 06:18:54.664068+00,2026-06-18 07:58:24.686+00,php,2026-06-15 06:18:54.664068+00,2026-06-18 07:58:24.721488+00,register,Agus Ajat,2026-06-15 08:39:42.033+00,,,BT,
3f08cd29-dcaa-4ba5-bf08-527021e0ab95,REG-2026-32293,PHP — Saraya,php@gmail.com,SKPT,14012,HM,Kalideres,Kalideres,,,,Sudah Dikembalikan,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 06:18:54.664068+00,2026-06-18 07:58:49.251+00,php,2026-06-15 06:18:54.664068+00,2026-06-18 07:58:49.284034+00,register,Agus Ajat,2026-06-15 08:39:42.268+00,,,BT,
297918db-7149-4a35-9cca-459f4f609b93,REG-2026-32294,PHP — Saraya,php@gmail.com,SKPT,2591,HM,Kelapa Dua,Kebon Jeruk,,,,Sudah Dikembalikan,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 06:18:54.664068+00,2026-06-18 07:58:56.094+00,php,2026-06-15 06:18:54.664068+00,2026-06-18 07:58:56.130581+00,register,Agus Ajat,2026-06-15 08:39:42.329+00,,,BT,
25efcc77-8fd5-48f7-b56a-47cc6455f495,REG-2026-32295,PHP — Saraya,php@gmail.com,SKPT,130,HM,Kota Bambu Utara,Palmerah,,,,Sudah Dikembalikan,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 06:18:54.664068+00,2026-06-18 07:58:34.685+00,php,2026-06-15 06:18:54.664068+00,2026-06-18 07:58:34.718442+00,register,Agus Ajat,2026-06-15 08:39:42.093+00,,,BT,
b9311d0b-13f8-475d-abb4-fab929ea2c1d,REG-2026-32296,PHP — Saraya,php@gmail.com,SKPT,6969,HM,Kamal,Kalideres,,,,Sudah Dikembalikan,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 06:18:54.664068+00,2026-06-18 07:58:41.739+00,php,2026-06-15 06:18:54.664068+00,2026-06-18 07:58:41.769465+00,register,Agus Ajat,2026-06-15 08:39:42.151+00,,,BT,
89098f2d-c295-4456-81a0-d148eca7cc40,REG-2026-73940,PRIORITAS — DANNY,prioritas@gmail.com,ROYA,3244/XIV/TOWER A,HMSRS,Jembatan Besi,Tambora,,,1069/2018,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 06:27:17.465779+00,2026-06-15 06:37:23.421+00,prioritas,2026-06-15 06:27:17.465779+00,2026-06-15 06:37:23.433895+00,register,Agus Ajat,2026-06-15 06:37:23.421+00,,,BT & HT,
c0bb88db-8bcc-4c00-8ee8-9ab55ecf5fb6,REG-2026-78340,PHP — WORO (35382/2026),kuasa@gmail.com,PERMOHONAN SK,3385 SISA,HGB,Kembangan Selatan,Kembangan,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 06:33:47.905829+00,2026-06-15 07:21:35.76+00,kuasa,2026-06-15 06:33:47.905829+00,2026-06-15 07:21:35.806263+00,register,Agus Ajat,2026-06-15 07:21:35.76+00,,,BT,
d75f44eb-c75d-4e32-ab5b-544789297b3c,REG-2026-21720,PHP — Angga,php@gmail.com,PENGHAPUSAN BPHTB,7252,HGB,Wijaya Kusuma,Grogol Petamburan,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 06:39:23.489958+00,2026-06-15 08:39:41.95+00,php,2026-06-15 06:39:23.489958+00,2026-06-15 08:39:42.004509+00,register,Agus Ajat,2026-06-15 08:39:41.95+00,,,BT,
df05a184-b10c-468c-bbd3-5ada51f54e64,REG-2026-90230,KUASA — LOKET OJAN,ajat@gmail.com,PERPANJANGAN SARUSUN,453,HGB,Slipi,Palmerah,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 06:52:47.545194+00,2026-06-15 06:53:00.66+00,agusajat,2026-06-15 06:52:47.545194+00,2026-06-15 06:53:00.650588+00,register,Agus Ajat,2026-06-15 06:53:00.66+00,,,BT,
254f5ec7-6178-4982-9549-cb12b6f3109a,REG-2026-57910,PRIORITAS — DANI,prioritas@gmail.com,ROYA,7280,HM,Pegadungan,Kalideres,,,3705/2019,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 07:19:25.915336+00,2026-06-15 07:31:20.211+00,prioritas,2026-06-15 07:19:25.915336+00,2026-06-15 07:31:20.25951+00,register,Agus Ajat,2026-06-15 07:31:20.211+00,,,BT & HT,
bcad3acf-137d-4744-8368-71c09293acf0,REG-2026-01970,PHP — ERIKA (17846/2026),kuasa@gmail.com,PERMOHONAN SK,9642,HGB,Kalideres,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-15 07:40:30.307057+00,2026-06-15 11:04:08.757+00,kuasa,2026-06-15 07:40:30.307057+00,2026-06-15 11:04:08.80623+00,register,Agus Ajat,2026-06-15 11:04:08.757+00,,,,
